PC Number,Date,Item,Price,Items Sold,Sold Amount,% Sales,Item Reductions,Item Refunds,Item Net Sales
355342,2020-04-11,"Cappuccino, Large, Original",3.99,2,7.98,0.25,0.0,0,7.98
355342,2020-04-11,"Cappuccino, Medium, Original",2.0,2,4.0,0.12,0.0,0,4.0
355342,2020-04-11,"Cappuccino, Small, Original",3.09,1,3.09,0.1,0.0,0,3.09
355342,2020-04-11,"Iced Cappuccino, Medium, Original",2.0,2,4.0,0.12,0.0,0,4.0
355342,2020-04-11,"Iced Latte, Large, Decaf",4.49,1,4.49,0.14,0.0,0,4.49
355342,2020-04-11,"Iced Latte, Large, Original",4.49,6,26.94,0.84,4.49,0,22.45
355342,2020-04-11,"Iced Latte, Medium, Decaf",2.0,2,4.0,0.12,0.0,0,4.0
355342,2020-04-11,"Iced Latte, Medium, Original",2.0,17,34.0,1.06,0.0,0,34.0
355342,2020-04-11,"Iced Latte, Medium, Original",4.09,11,44.99,1.4,4.09,0,40.9
355342,2020-04-11,"Iced Latte, Small, Original",3.59,6,21.54,0.67,0.0,0,21.54
355342,2020-04-11,"Iced Macchiato, Large, Original",4.79,8,38.32,1.19,0.0,0,38.32
355342,2020-04-11,"Iced Macchiato, Medium, Original",4.39,4,17.56,0.55,0.0,0,17.56
355342,2020-04-11,"Iced Macchiato, Small, Original",3.89,6,23.34,0.73,0.0,0,23.34
355342,2020-04-11,"Iced Matcha Latte, Large",4.79,2,9.58,0.3,0.0,0,9.58
355342,2020-04-11,"Iced Matcha Latte, Medium",4.29,9,38.61,1.2,0.0,0,38.61
355342,2020-04-11,"Iced Matcha Latte, Small",3.79,6,22.74,0.71,0.0,0,22.74
355342,2020-04-11,"Iced Signature Latte, Medium, Original, Caramel Craze",4.39,3,13.17,0.41,4.39,0,8.78
355342,2020-04-11,"Iced Signature Latte, Small, Decaf, Cocoa Mocha",3.89,1,3.89,0.12,0.0,0,3.89
355342,2020-04-11,"Latte, Large, Original",3.99,6,23.94,0.74,3.99,0,19.95
355342,2020-04-11,"Latte, Medium, Original",2.0,6,12.0,0.37,0.0,0,12.0
355342,2020-04-11,"Latte, Medium, Original",3.59,5,17.95,0.56,0.0,0,17.95
355342,2020-04-11,"Latte, Small, Original",3.09,1,3.09,0.1,0.0,0,3.09
355342,2020-04-11,"Macchiato, Medium, Original",3.89,5,19.45,0.6,0.0,0,19.45
355342,2020-04-11,"Matcha Latte, Medium",3.89,2,7.78,0.24,0.0,0,7.78
355342,2020-04-11,"Matcha Latte, Small",3.39,2,6.78,0.21,0.0,0,6.78
355342,2020-04-11,"Signature Latte, Medium, Decaf, Cocoa Mocha",3.89,1,3.89,0.12,0.0,0,3.89
355342,2020-04-11,"Signature Latte, Medium, Original, Cocoa Mocha",3.89,1,3.89,0.12,0.0,0,3.89
355342,2020-04-11,"Hot Coffee, Large, Original Blend",2.39,56,133.84,4.16,2.39,0,131.45
355342,2020-04-11,"Hot Coffee, Medium, Dark Roast",2.09,1,2.09,0.06,0.0,0,2.09
355342,2020-04-11,"Hot Coffee, Medium, Original Blend",2.09,55,114.95,3.57,2.19,0,112.76
355342,2020-04-11,"Hot Coffee, Small, Original Blend",1.79,20,35.8,1.11,0.0,0,35.8
355342,2020-04-11,"Hot Coffee, X-Large, Original Blend",2.69,17,45.73,1.42,2.69,0,43.04
355342,2020-04-11,"Cup of Water, Large",0.75,1,0.75,0.02,0.0,0,0.75
355342,2020-04-11,"Cup of Water, Small",0.25,1,0.25,0.01,0.0,0,0.25
355342,2020-04-11,"Iced Tea, Large, Sweet Tea",1.59,1,1.59,0.05,0.0,0,1.59
355342,2020-04-11,"Iced Tea, Large, Sweetened Tea",1.59,1,1.59,0.05,0.0,0,1.59
355342,2020-04-11,"Iced Tea, Large, Unsweet Iced Tea",1.59,5,7.95,0.25,0.0,0,7.95
355342,2020-04-11,"Iced Tea, Medium, Sweet Tea",1.29,1,1.29,0.04,0.0,0,1.29
355342,2020-04-11,"Iced Tea, Medium, Sweetened Tea",1.29,1,1.29,0.04,0.0,0,1.29
355342,2020-04-11,"Iced Tea, Small, Sweet Tea",0.99,1,0.99,0.03,0.0,0,0.99
355342,2020-04-11,"Iced Tea, Small, Sweetened Tea",0.99,2,1.98,0.06,0.0,0,1.98
355342,2020-04-11,"Iced Tea, Small, Unsweet Iced Tea",0.99,1,0.99,0.03,0.0,0,0.99
355342,2020-04-11,"Frozen Coffee, Large, Original",4.99,2,9.98,0.31,0.0,0,9.98
355342,2020-04-11,"Frozen Coffee, Medium, Original",3.99,3,11.97,0.37,0.0,0,11.97
355342,2020-04-11,"Frozen Coffee, Small, Original",2.99,3,8.97,0.28,0.0,0,8.97
355342,2020-04-11,"Frozen Dunkaccino, Small",2.99,1,2.99,0.09,0.0,0,2.99
355342,2020-04-11,"Frozen Hot Winter Beverages, Large, Chocolate",4.99,3,14.97,0.47,0.0,0,14.97
355342,2020-04-11,"Frozen Hot Winter Beverages, Medium, Chocolate",3.99,1,3.99,0.12,0.0,0,3.99
355342,2020-04-11,"Frozen Hot Winter Beverages, Small, Chocolate",2.99,2,5.98,0.19,0.0,0,5.98
355342,2020-04-11,"Frozen Matcha Latte, Medium",4.39,1,4.39,0.14,0.0,0,4.39
355342,2020-04-11,"Dunkaccino, Medium, Original",2.39,1,2.39,0.07,0.0,0,2.39
355342,2020-04-11,"Hot Chocolate, Large, Original Hot Chocolate",2.69,3,8.07,0.25,0.0,0,8.07
355342,2020-04-11,"Hot Chocolate, Medium, Original Hot Chocolate",2.39,1,2.39,0.07,0.0,0,2.39
355342,2020-04-11,"Hot Chocolate, Small, Original Hot Chocolate",2.09,2,4.18,0.13,0.0,0,4.18
355342,2020-04-11,"Hot Chocolate, X-Large, Original Hot Chocolate",2.99,1,2.99,0.09,0.0,0,2.99
355342,2020-04-11,"Hot Tea, Medium, Black",2.09,3,6.27,0.19,0.0,0,6.27
355342,2020-04-11,"Hot Tea, Small, Black",1.79,1,1.79,0.06,0.0,0,1.79
355342,2020-04-11,"Hot Tea, X-Large, Cool Mint Herbal Infusion",2.69,1,2.69,0.08,0.0,0,2.69
355342,2020-04-11,"Vanilla Chai, Large",3.59,1,3.59,0.11,0.0,0,3.59
355342,2020-04-11,"Vanilla Chai, Medium",3.09,1,3.09,0.1,0.0,0,3.09
355342,2020-04-11,1 Donut,1.19,198,235.62,7.32,1.19,0,234.43
355342,2020-04-11,"12 Donuts, Item Only",10.99,50,549.5,17.07,0.0,0,549.5
355342,2020-04-11,"6 Donuts, Item Only",5.99,41,245.59,7.63,0.0,0,245.59
355342,2020-04-11,"Apple Fritter, Item Only",1.79,1,1.79,0.06,0.0,0,1.79
355342,2020-04-11,"Coffee Roll, Item Only",1.79,3,5.37,0.17,0.0,0,5.37
355342,2020-04-11,1 Munchkin,0.25,1,0.25,0.01,0.0,0,0.25
355342,2020-04-11,10 Munchkins,2.5,22,55.0,1.71,0.0,0,55.0
355342,2020-04-11,2 Munchkins,0.5,4,2.0,0.06,0.0,0,2.0
355342,2020-04-11,25 Munchkins,5.99,13,77.87,2.42,0.0,0,77.87
355342,2020-04-11,4 Munchkins,1.0,2,2.0,0.06,0.0,0,2.0
355342,2020-04-11,5 Munchkins,1.25,3,3.75,0.12,0.0,0,3.75
355342,2020-04-11,50 Munchkins,10.49,1,10.49,0.33,0.0,0,10.49
355342,2020-04-11,z-No Price Everything Bagel,0.0,12,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price Multigrain Bagel,0.0,3,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price Plain Bagel,0.0,32,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price Sesame Bagel,0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Caramel Swirl,0.0,226,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Coconut Caramel Swirl,0.0,13,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Extra Swirl, 1",0.25,2,0.5,0.02,0.0,0,0.5
355342,2020-04-11,"Extra Swirl, 3",0.75,1,0.75,0.02,0.0,0,0.75
355342,2020-04-11,French Vanilla Swirl,0.0,137,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Hazelnut Swirl,0.0,37,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Irish Creme Swirl,0.0,17,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Mocha Swirl (D),0.0,51,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Red Velvet Swirl,0.0,11,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Thin Mint Swirl,0.0,7,0.0,0.0,0.0,0,0.0
355342,2020-04-11,1 Cream,0.0,1,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Almond Milk - Coffee, 1",0.6,13,7.8,0.24,0.6,0,7.2
355342,2020-04-11,"Almond Milk - Latte, 1",1.0,8,8.0,0.25,0.0,0,8.0
355342,2020-04-11,"Almond Milk - Latte, 3",1.0,1,1.0,0.03,0.0,0,1.0
355342,2020-04-11,"Black, Item Only",0.0,39,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Butter,0.25,3,0.75,0.02,0.0,0,0.75
355342,2020-04-11,"Cream & Sugar, Item Only",0.0,3,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Cream, Item Only",0.0,376,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Cream, On Side",0.0,9,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Cut in Half,0.0,3,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Equal, On Side",0.0,3,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Ice, Item Only",0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Lemon, Item Only",0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Less Spread,0.0,1,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Liquid Cane Sugar, Item Only",0.0,8,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Not Toasted (D),0.0,7,0.0,0.0,0.0,0,0.0
355342,2020-04-11,On Side,0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Skim Milk, Item Only",0.0,25,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Sliced,0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Splenda, Item Only",0.0,71,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Sugar, Item Only",0.0,181,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Sugar, On Side",0.0,6,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Sweet N Low, Item Only",0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Tea Bag, Extra",0.0,1,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Toasted (D),0.0,15,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Whipped Cream, Item Only",0.0,1,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Whole Milk, Item Only",0.0,57,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price Extra Ice,0.0,3,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price Less Ice,0.0,11,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price No Whip Cream,0.0,1,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price Regular,0.0,59,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Assorted,0.0,12,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Bavarian Creme,0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Blueberry,0.0,6,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Blueberry Glazed Ring,0.0,4,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Boston Kreme,0.0,14,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Chocolate Frosted,0.0,39,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Chocolate Frosted Sprinkles,0.0,20,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Chocolate Glazed,0.0,18,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Double Chocolate,0.0,7,0.0,0.0,0.0,0,0.0
355342,2020-04-11,French Glazed Cruller,0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Glazed,0.0,42,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Jelly Filled,0.0,5,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Lucky Shamrock,0.0,9,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Maple Frosted,0.0,3,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Old Fashioned,0.0,5,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Powdered,0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Sour Cream,0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Sprinkles,0.0,28,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Strawberry Frosted,0.0,18,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Toasted Coconut,0.0,3,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Vanilla Frosted,0.0,9,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Z-No Price Assorted.,0.0,10,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Z-No Price Boston Kreme.,0.0,28,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Z-No Price Chocolate Glazed.,0.0,4,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Z-No Price Glazed.,0.0,22,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Z-No Price Jelly Filled.,0.0,10,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Z-No Price Old Fashioned.,0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Z-No Price Vanilla Creme,0.0,3,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Blueberry Shot (D),0.0,9,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Cinnamon Shot (D),0.0,4,0.0,0.0,0.0,0,0.0
355342,2020-04-11,French Vanilla Shot (D),0.0,5,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Hazelnut Shot (D),0.0,6,0.0,0.0,0.0,0,0.0
355342,2020-04-11,Toasted Almond Shot (D),0.0,10,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price Blueberry Muffin,0.0,2,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price Chocolate Chip Muffin,0.0,1,0.0,0.0,0.0,0,0.0
355342,2020-04-11,z-No Price Coffee Cake Muffin,0.0,3,0.0,0.0,0.0,0,0.0
355342,2020-04-11,"Muffin, Item Only, No Flavor",1.69,10,16.9,0.53,0.0,0,16.9
355342,2020-04-11,"1 Lb. Coffee - Ground, Original Blnd Grnd",8.99,1,8.99,0.28,0.0,0,8.99
355342,2020-04-11,"K-Cup 12 Count, Original",8.99,1,8.99,0.28,0.0,0,8.99
355342,2020-04-11,6 Piece Hash Brown,0.99,61,60.39,1.88,0.0,0,60.39
355342,2020-04-11,"Wrap, Item BYO, Bacon, Fried Egg, American Cheese",1.99,11,21.89,0.68,0.0,0,21.89
355342,2020-04-11,"Wrap, Item BYO, Beyond Sausage, Fried Egg, White Cheddar",2.49,1,2.49,0.08,0.0,0,2.49
355342,2020-04-11,"Wrap, Item BYO, Ham, Fried Egg, American Cheese",1.99,1,1.99,0.06,0.0,0,1.99
355342,2020-04-11,"Wrap, Item BYO, No Meat, Fried Egg, American Cheese",1.79,26,46.54,1.45,20.54,0,26.0
355342,2020-04-11,"Wrap, Item BYO, Sausage, Fried Egg, American Cheese",1.99,9,17.91,0.56,3.92,0,13.99
355342,2020-04-11,"Wrap, Item BYO, Sausage, Fried Egg, White Cheddar",1.99,1,1.99,0.06,0.0,0,1.99
355342,2020-04-11,"Wrap, Item BYO, Turkey Sausage , Fried Egg, American Cheese",1.99,1,1.99,0.06,0.0,0,1.99
355342,2020-04-11,"Beyond Sausage Breakfast Sandwich, Fried Egg, American, English Muffin",4.99,1,4.99,0.16,0.0,0,4.99
355342,2020-04-11,"Beyond Sausage Breakfast Sandwich, Fried Egg, NoCheese, Croissant",4.99,1,4.99,0.16,0.0,0,4.99
355342,2020-04-11,"Beyond Sausage Breakfast Sandwich, Fried Egg, NoCheese, English Muffin",4.99,1,4.99,0.16,0.0,0,4.99
355342,2020-04-11,"Beyond Sausage Breakfast Sandwich, Fried Egg, White Cheddar, Croissant",5.19,1,5.19,0.16,0.0,0,5.19
355342,2020-04-11,"Beyond Sausage Breakfast Sandwich, Fried Egg, White Cheddar, English Muffin",5.19,1,5.19,0.16,0.0,0,5.19
355342,2020-04-11,"Egg & Chz, Item BYO, Fried Egg, American, Bagel",3.29,2,6.58,0.2,0.0,0,6.58
355342,2020-04-11,"Egg & Chz, Item BYO, Fried Egg, American, Croissant",3.29,7,23.03,0.72,0.0,0,23.03
355342,2020-04-11,"Egg & Chz, Item BYO, Fried Egg, American, English Muffin",3.29,5,16.45,0.51,0.0,0,16.45
355342,2020-04-11,"Egg Bcn & Chz, Item BYO, Fried Egg, American, Bagel",3.99,19,75.81,2.36,17.88,0,57.93
355342,2020-04-11,"Egg Bcn & Chz, Item BYO, Fried Egg, American, Croissant",3.99,14,55.86,1.74,11.92,0,43.94
355342,2020-04-11,"Egg Bcn & Chz, Item BYO, Fried Egg, American, English Muffin",3.99,1,3.99,0.12,0.0,0,3.99
355342,2020-04-11,"Egg Ham & Chz, Item BYO, Fried Egg, American, Bagel",3.99,2,7.98,0.25,0.0,0,7.98
355342,2020-04-11,"Egg Ham & Chz, Item BYO, Fried Egg, American, Croissant",3.99,1,3.99,0.12,0.0,0,3.99
355342,2020-04-11,"Egg Ham & Chz, Item BYO, Fried Egg, American, English Muffin",3.99,6,23.94,0.74,0.0,0,23.94
355342,2020-04-11,"Egg Ssg & Chz, Item BYO, Fried Egg, American, Bagel",3.99,7,27.93,0.87,0.0,0,27.93
355342,2020-04-11,"Egg Ssg & Chz, Item BYO, Fried Egg, American, Croissant",3.99,18,71.82,2.23,0.0,0,71.82
355342,2020-04-11,"Egg Ssg & Chz, Item BYO, Fried Egg, American, English Muffin",3.99,1,3.99,0.12,0.0,0,3.99
355342,2020-04-11,"Egg Ssg & Chz, Item BYO, Fried Egg, NoCheese, Bagel",3.99,1,3.99,0.12,0.0,0,3.99
355342,2020-04-11,"Egg Ssg & Chz, Item BYO, NoEgg, NoCheese, Croissant",3.69,1,3.69,0.11,0.0,0,3.69
355342,2020-04-11,"Sweet Black Pepper Bacon Sandwich, Fried Egg, White Cheddar, Croissant",4.29,1,4.29,0.13,0.0,0,4.29
355342,2020-04-11,"Turkey Ssg Sand, Fried Egg, American, Croissant",3.99,1,3.99,0.12,0.0,0,3.99
355342,2020-04-11,"Turkey Ssg Sand, Fried Egg, American, English Muffin",3.99,6,23.94,0.74,0.0,0,23.94
355342,2020-04-11,Snacking Bacon,2.79,1,2.79,0.09,0.0,0,2.79
